Date	company_id	company_name	cusip8	MSCIsec	ticker
06/30/2013	BZSQX0-S-US	Agilent Technologies Inc.	00846U10	Information Technology	A US
06/30/2013	NGW61L-S-US	Alcoa Inc.	1381710	Materials	AA US
06/30/2013	RK3780-S-US	Aaron's Inc.	253530	Consumer Discretionary	AAN US
06/30/2013	HSDCT7-S-US	AAON Inc.	36020	Industrials	AAON US
06/30/2013	KXFJ5F-S-US	Advance Auto Parts Inc.	00751Y10	Consumer Discretionary	AAP US
06/30/2013	R85KLC-S-US	Apple Inc.	3783310	Information Technology	AAPL US
06/30/2013	GNPWR1-S-US	American Assets Trust Inc.	2401310	Financials	AAT US
06/30/2013	Q2R6NH-S-US	Atlas Air Worldwide Holdings Inc.	4916420	Industrials	AAWW US
06/30/2013	T7H04W-S-US	ABAXIS Inc.	256710	Health Care	ABAX US
06/30/2013	V3049L-S-US	AbbVie Inc.	00287Y10	Health Care	ABBV US
06/30/2013	B3FZ0D-S-US	AmerisourceBergen Corp.	3.07E+13	Health Care	ABC US
06/30/2013	D68LVD-S-US	Ameris Bancorp	03076K10	Financials	ABCB US
06/30/2013	QG6Z5C-S-US	The Advisory Board Co.	00762W10	Industrials	ABCO US
06/30/2013	SVZRQK-S-US	Arkansas Best Corp.	4079010	Industrials	ABFS US
06/30/2013	WPL7RZ-S-US	Asbury Automotive Group Inc.	4343610	Consumer Discretionary	ABG US
06/30/2013	L7GJB9-S-US	ABM Industries Inc.	95710	Industrials	ABM US
06/30/2013	DF3N8D-S-US	ABIOMED Inc.	365410	Health Care	ABMD US
06/30/2013	Q1KJQ2-S-US	Abbott Laboratories	282410	Health Care	ABT US
06/30/2013	VLCQ2P-S-US	American Capital Ltd.	02503Y10	Financials	ACAS US
06/30/2013	GC90Z0-S-US	Arctic Cat Inc.	3967010	Consumer Discretionary	ACAT US
06/30/2013	P378JR-S-US	American Campus Communities Inc.	2483510	Financials	ACC US
06/30/2013	QLRSRJ-S-US	Accelrys Inc.	00430U10	Information Technology	ACCL US
06/30/2013	R2KQ06-S-US	ACCO Brands Corp.	00081T10	Industrials	ACCO US
06/30/2013	M9K04P-S-US	ACE Ltd.	H0023R10	Financials	ACE US
06/30/2013	PLZ1VJ-S-US	Aceto Corp.	444610	Industrials	ACET US
06/30/2013	T7BPYV-S-US	Acorn Energy Inc.	484810	Industrials	ACFN US
06/30/2013	BZSW54-S-US	Arch Capital Group Ltd.	G0450A10	Financials	ACGL US
06/30/2013	BHXVXH-S-US	Acadia Healthcare Co. Inc.	00404A10	Health Care	ACHC US
06/30/2013	MTD0MH-S-US	Achillion Pharmaceuticals Inc.	00448Q20	Health Care	ACHN US
06/30/2013	Q4YYS0-S-US	Arch Coal Inc.	3938010	Energy	ACI US
06/30/2013	BGT3MW-S-US	ACI Worldwide Inc.	449810	Information Technology	ACIW US
06/30/2013	FFS69K-S-US	Axcelis Technologies Inc.	5454010	Information Technology	ACLS US
06/30/2013	RWF3B6-S-US	AECOM Technology Corp.	00766T10	Industrials	ACM US
06/30/2013	W24RPK-S-US	Accenture Plc	G1151C10	Information Technology	ACN US
06/30/2013	P1XTCS-S-US	AMCOL International Corp.	02341W10	Materials	ACO US
06/30/2013	M3WKK1-S-US	Acorda Therapeutics Inc.	00484M10	Health Care	ACOR US
06/30/2013	K6M5BT-S-US	Ares Commercial Real Estate Corp.	04013V10	Financials	ACRE US
06/30/2013	JK7YB9-S-US	Actavis Plc	00507K10	Health Care	ACT US
06/30/2013	TF0ST3-S-US	Acacia Research Corp.	388130	Health Care	ACTG US
06/30/2013	WJ3H3S-S-US	The Active Network Inc.	00506D10	Information Technology	ACTV
06/30/2013	Q68ND6-S-US	Acura Pharmaceuticals Inc.	00509L70	Health Care	ACUR US
06/30/2013	WW9HVB-S-US	Accuride Corp.	00439T20	Industrials	ACW US
06/30/2013	B7YWWQ-S-US	Acxiom Corp.	512510	Information Technology	ACXM US
06/30/2013	DJH8TL-S-US	Adobe Systems Inc.	00724F10	Information Technology	ADBE US
06/30/2013	H2YYLP-S-US	Agree Realty Corp.	849210	Financials	ADC US
06/30/2013	Q684DQ-S-US	Advanced Emissions Solutions Inc.	520810	Materials	ADES US
06/30/2013	KYJG0D-S-US	American DG Energy Inc.	2539810	Utilities	ADGE US
06/30/2013	P0X865-S-US	Analog Devices Inc.	3265410	Information Technology	ADI US
06/30/2013	DKH0FF-S-US	Archer Daniels Midland Co.	3948310	Consumer Staples	ADM US
06/30/2013	KFG3KQ-S-US	Audience Inc.	05070J10	Information Technology	ADNC US
06/30/2013	RXHPCQ-S-US	Automatic Data Processing Inc.	5301510	Information Technology	ADP US
06/30/2013	D656C6-S-US	Alliance Data Systems Corp.	1858110	Information Technology	ADS US
06/30/2013	WSZW73-S-US	Autodesk Inc.	5276910	Information Technology	ADSK US
06/30/2013	P47Z0J-S-US	The ADT Corp.	00101J10	Industrials	ADT US
06/30/2013	Q8JV82-S-US	ADTRAN Inc.	00738A10	Information Technology	ADTN US
06/30/2013	CM3BKS-S-US	Advent Software Inc.	797410	Information Technology	ADVS US
06/30/2013	G5L7T3-S-US	Adams Resources & Energy Inc.	635130	Energy	AE US
06/30/2013	KQM323-S-US	Associated Estates Realty Corp.	4560410	Financials	AEC US
06/30/2013	Q8DPB5-S-US	Ameren Corp.	2360810	Utilities	AEE US
06/30/2013	QMWTKD-S-US	Aegion Corp.	00770F10	Industrials	AEGN US
06/30/2013	D9SPXS-S-US	Aegerion Pharmaceuticals Inc.	7.67E+12	Health Care	AEGR US
06/30/2013	CYB3R2-S-US	Advanced Energy Industries Inc.	797310	Information Technology	AEIS US
06/30/2013	MZZX8P-S-US	American Equity Investment Life Holding Co.	2567620	Financials	AEL US
06/30/2013	LY1H63-S-US	American Eagle Outfitters Inc.	2.55E+13	Consumer Discretionary	AEO US
06/30/2013	SW3WLF-S-US	American Electric Power Co. Inc.	2553710	Utilities	AEP US
06/30/2013	TZ19X5-S-US	AEP Industries Inc.	103110	Materials	AEPI US
06/30/2013	Q0KPX4-S-US	The AES Corp.	00130H10	Utilities	AES US
06/30/2013	L1TX9F-S-US	Aetna Inc.	00817Y10	Health Care	AET US
06/30/2013	TBXMHY-S-US	Astoria Financial Corp.	4626510	Financials	AF US
06/30/2013	S5KFQ3-S-US	Almost Family Inc.	2040910	Health Care	AFAM US
06/30/2013	QSDQCP-S-US	AFC Enterprises Inc.	00104Q10	Consumer Discretionary	AFCE US
06/30/2013	WRQ4FT-S-US	Affymetrix Inc.	00826T10	Health Care	AFFX US
06/30/2013	P9WM2D-S-US	American Financial Group Inc.	2593210	Financials	AFG US
06/30/2013	PJNLKG-S-US	Aflac Inc.	105510	Financials	AFL US
06/30/2013	KMDL8Q-S-US	AmTrust Financial Services Inc. (New York)	3235930	Financials	AFSI US
06/30/2013	TG8ZJW-S-US	AGCO Corp.	108410	Industrials	AGCO US
06/30/2013	JDR6V5-S-US	Agenus Inc.	00847G70	Health Care	AGEN US
06/30/2013	D0MJZ3-S-US	Argo Group International Holdings Ltd.	G0464B10	Financials	AGII US
06/30/2013	HVQ6TN-S-US	Federal Agricultural Mortgage Corp.	31314830	Financials	AGM US
06/30/2013	CC1SML-S-US	Allergan Inc.	1849010	Health Care	AGN US
06/30/2013	WV3Y74-S-US	American Capital Agency Corp.	02503X10	Financials	AGNC US
06/30/2013	VH3279-S-US	Assured Guaranty Ltd.	G0585R10	Financials	AGO US
06/30/2013	DRBFFP-S-US	Argan Inc.	4.01E+13	Industrials	AGX US
06/30/2013	B28D82-S-US	Agilysys Inc.	00847J10	Information Technology	AGYS US
06/30/2013	CK3YH5-S-US	Accretive Health Inc.	00438V10	Health Care	AH US
06/30/2013	D1M01P-S-US	Aspen Insurance Holdings Ltd.	G0538410	Financials	AHL US
06/30/2013	M4ZVZ7-S-US	AMN Healthcare Services Inc.	174410	Health Care	AHS US
06/30/2013	Q7D9GQ-S-US	Ashford Hospitality Trust Inc.	4410310	Financials	AHT US
06/30/2013	TCWNT4-S-US	Arlington Asset Investment Corp.	4135620	Financials	AI US
06/30/2013	S8TF9W-S-US	American International Group Inc.	2687478	Financials	AIG US
06/30/2013	C5FG3Z-S-US	Altra Holdings Inc.	02208R10	Industrials	AIMC US
06/30/2013	M3RBH2-S-US	Albany International Corp.	1234810	Industrials	AIN US
06/30/2013	L32SFX-S-US	Apollo Investment Corp.	03761U10	Financials	AINV US
06/30/2013	WHQNFK-S-US	AAR Corp.	36110	Industrials	AIR US
06/30/2013	B05NTB-S-US	Air Methods Corp.	912830	Health Care	AIRM US
06/30/2013	WYCCN8-S-US	Applied Industrial Technologies Inc.	03820C10	Industrials	AIT US
06/30/2013	M65FQK-S-US	Apartment Investment & Management Co.	03748R10	Financials	AIV US
06/30/2013	N5NWXV-S-US	Assurant Inc.	04621X10	Financials	AIZ US
06/30/2013	KRRDD7-S-US	Arthur J. Gallagher & Co.	36357610	Financials	AJG US
06/30/2013	HXZ69B-S-US	Akamai Technologies Inc.	00971T10	Information Technology	AKAM US
06/30/2013	FT2SZL-S-US	Acadia Realty Trust	423910	Financials	AKR US
06/30/2013	GRS8JF-S-US	Akorn Inc.	972810	Health Care	AKRX US
06/30/2013	F5YW44-S-US	AK Steel Holding Corp.	154710	Materials	AKS US
06/30/2013	JHH0PW-S-US	Air Lease Corp.	00912X30	Industrials	AL US
06/30/2013	C8SHKM-S-US	Albemarle Corp.	1265310	Materials	ALB US
06/30/2013	JMR6PT-S-US	Assisted Living Concepts Inc.	04544X30	Health Care	ALC
06/30/2013	K7ZRFN-S-US	Alico Inc.	1623010	Consumer Staples	ALCO US
06/30/2013	RJ0BM6-S-US	ALLETE Inc.	1852230	Utilities	ALE US
06/30/2013	DPZB89-S-US	Alexander & Baldwin Inc.	1449110	Financials	ALEX US
06/30/2013	XQBGXN-S-US	Alamo Group Inc.	1131110	Industrials	ALG US
06/30/2013	H68H4X-S-US	Align Technology Inc.	1625510	Health Care	ALGN US
06/30/2013	NJ36K8-S-US	Allegiant Travel Co.	01748X10	Industrials	ALGT US
06/30/2013	D8MBKN-S-US	ALON USA Energy Inc.	2052010	Energy	ALJ US
06/30/2013	FLFZFF-S-US	Alaska Air Group Inc.	1165910	Industrials	ALK US
06/30/2013	X9RDZL-S-US	Alkermes Plc	G0176710	Health Care	ALKS US
06/30/2013	Q8DVNB-S-US	The Allstate Corp.	2000210	Financials	ALL US
06/30/2013	M1M8H2-S-US	Alnylam Pharmaceuticals Inc.	02043Q10	Health Care	ALNY US
06/30/2013	BCC9YN-S-US	Analogic Corp.	3265720	Health Care	ALOG US
06/30/2013	M0H9T8-S-US	Alere Inc.	01449J10	Health Care	ALR US
06/30/2013	H3PLY2-S-US	Allison Transmission Holdings Inc.	01973R10	Consumer Discretionary	ALSN US
06/30/2013	QLMMTM-S-US	Altera Corp.	2144110	Information Technology	ALTR US
06/30/2013	P46K95-S-US	Alexander's Inc.	1475210	Financials	ALX US
06/30/2013	RDKWL9-S-US	Alexion Pharmaceuticals Inc.	1535110	Health Care	ALXN US
06/30/2013	DY0BYS-S-US	American Greetings Corp.	2637510	Consumer Discretionary	AM
06/30/2013	MZ0NL9-S-US	AMAG Pharmaceuticals Inc.	00163U10	Health Care	AMAG US
06/30/2013	QR4XC8-S-US	Applied Materials Inc.	3822210	Information Technology	AMAT US
06/30/2013	CKZKD9-S-US	Ambarella Inc.	G037AX10	Information Technology	AMBA US
06/30/2013	W28P57-S-US	Applied Micro Circuits Corp.	03822W40	Information Technology	AMCC US
06/30/2013	WMPR62-S-US	AMC Networks Inc.	00164V10	Consumer Discretionary	AMCX US
06/30/2013	T0NKXG-S-US	Advanced Micro Devices Inc.	790310	Information Technology	AMD US
06/30/2013	D7DHD4-S-US	AMETEK Inc.	3110010	Industrials	AME US
06/30/2013	PGF1Y6-S-US	Amedisys Inc.	2343610	Health Care	AMED US
06/30/2013	PP7H5M-S-US	Affiliated Managers Group Inc.	825210	Financials	AMG US
06/30/2013	T8GLHL-S-US	Amgen Inc.	3116210	Health Care	AMGN US
06/30/2013	W938QT-S-US	Amkor Technology Inc.	3165210	Information Technology	AMKR US
06/30/2013	QQ44SG-S-US	American National Bankshares Inc. (Virginia)	2774510	Financials	AMNB US
06/30/2013	TP1XYX-S-US	Ameriprise Financial Inc.	03076C10	Financials	AMP US
06/30/2013	DBQ36K-S-US	Ampio Pharmaceuticals Inc.	03209T10	Health Care	AMPE US
06/30/2013	DW1349-S-US	Ameresco Inc.	2.36E+13	Industrials	AMRC US
06/30/2013	NYBK9H-S-US	AmREIT Inc.	03216B20	Financials	AMRE US
06/30/2013	PL2Y42-S-US	Amyris Inc.	03236M10	Energy	AMRS US
06/30/2013	HR98S7-S-US	American Superconductor Corp.	3011110	Industrials	AMSC US
06/30/2013	DVT5YT-S-US	Amerisafe Inc.	03071H10	Financials	AMSF US
06/30/2013	B3G26H-S-US	AmSurg Corp.	03232P40	Health Care	AMSG US
06/30/2013	KHYJ27-S-US	American Software Inc.	2968310	Information Technology	AMSWA US
06/30/2013	W13F06-S-US	American Tower Corp.	03027X10	Telecommunication Services	AMT US
06/30/2013	MFZF7N-S-US	TD Ameritrade Holding Corp.	87236Y10	Financials	AMTD US
06/30/2013	CK9PFK-S-US	Apollo Residential Mortgage Inc.	03763V10	Financials	AMTG US
06/30/2013	TVMRL3-S-US	American Woodmark Corp.	3050610	Industrials	AMWD US
06/30/2013	RMCVZ9-S-US	Amazon.Com Inc.	2313510	Consumer Discretionary	AMZN US
06/30/2013	P0XDG9-S-US	AutoNation Inc.	05329W10	Consumer Discretionary	AN US
06/30/2013	PWBSBD-S-US	Anacor Pharmaceuticals Inc.	3242010	Health Care	ANAC US
06/30/2013	CPF2D3-S-US	ANADIGICS Inc.	3251510	Information Technology	ANAD US
06/30/2013	SD7T6Q-S-US	American National Insurance Co.	2859110	Financials	ANAT US
06/30/2013	QDYZTS-S-US	Access National Corp.	433710	Financials	ANCX US
06/30/2013	FV74CR-S-US	The Andersons Inc.	3416410	Consumer Staples	ANDE US
06/30/2013	CZ9VBX-S-US	Anaren Inc.	3274410	Information Technology	ANEN US
06/30/2013	QF2V5D-S-US	Abercrombie & Fitch Co.	289620	Consumer Discretionary	ANF US
06/30/2013	VRV8GT-S-US	Angie's List Inc.	3475410	Information Technology	ANGI US
06/30/2013	B83T8B-S-US	AngioDynamics Inc.	03475V10	Health Care	ANGO US
06/30/2013	N4J5TB-S-US	Anworth Mortgage Asset Corp.	3734710	Financials	ANH US
06/30/2013	QJC03B-S-US	Anika Therapeutics Inc.	3525510	Health Care	ANIK US
06/30/2013	H0QXYX-S-US	Ann Inc.	3562310	Consumer Discretionary	ANN US
06/30/2013	S5GXXR-S-US	Alpha Natural Resources Inc.	02076X10	Energy	ANR US
06/30/2013	C0SZHB-S-US	ANSYS Inc.	03662Q10	Information Technology	ANSS US
06/30/2013	S91P4P-S-US	Allied Nevada Gold Corp.	1934410	Materials	ANV US
06/30/2013	FT723L-S-US	Alliance One International Inc.	1877210	Consumer Staples	AOI US
06/30/2013	N2HB1G-S-US	AOL Inc.	00184X10	Information Technology	AOL US
06/30/2013	H9T6DW-S-US	Aon Plc	G0408V10	Financials	AON US
06/30/2013	B7YG19-S-US	A. O. Smith Corp.	83186520	Industrials	AOS US
06/30/2013	SFH6KW-S-US	Alpha & Omega Semiconductor Ltd.	G6331P10	Information Technology	AOSL US
06/30/2013	LMYX4V-S-US	Ampco-Pittsburgh Corp.	3203710	Industrials	AP US
06/30/2013	VFT77X-S-US	Apache Corp.	3741110	Energy	APA US
06/30/2013	KB3YPS-S-US	Apco Oil & Gas International Inc.	G0471F10	Energy	APAGF US
06/30/2013	PN3GCR-S-US	Anadarko Petroleum Corp.	3251110	Energy	APC US
06/30/2013	P7M7WC-S-US	Air Products & Chemicals Inc.	915810	Materials	APD US
06/30/2013	C36GPC-S-US	American Public Education Inc.	02913V10	Consumer Discretionary	APEI US
06/30/2013	WL12NL-S-US	Amphenol Corp.	3209510	Information Technology	APH US
06/30/2013	SYFF0K-S-US	Apogee Enterprises Inc.	3759810	Industrials	APOG US
06/30/2013	L9XNJR-S-US	Apollo Education Group Inc.	3760410	Consumer Discretionary	APOL US
06/30/2013	C6PV7Y-S-US	Accuray Inc.	439710	Health Care	ARAY US
06/30/2013	FXMQMR-S-US	Arbitron Inc.	03875Q10	Consumer Discretionary	ARB
06/30/2013	S0Y3BL-S-US	ARC Document Solutions Inc.	00191G10	Industrials	ARC US
06/30/2013	GKZZL5-S-US	Ares Capital Corp.	04010L10	Financials	ARCC US
06/30/2013	SC3WLY-S-US	Arden Group Inc.	3976210	Consumer Staples	ARDNA US
06/30/2013	L9WQRW-S-US	Alexandria Real Estate Equities Inc.	1527110	Financials	ARE US
06/30/2013	H6CM7Z-S-US	Approach Resources Inc.	03834A10	Energy	AREX US
06/30/2013	DR9JQV-S-US	Airgas Inc.	936310	Materials	ARG US
06/30/2013	PP9RMW-S-US	Apollo Commercial Real Estate Finance Inc.	03762U10	Financials	ARI US
06/30/2013	T6CY5X-S-US	ARIAD Pharmaceuticals Inc.	04033A10	Health Care	ARIA US
06/30/2013	V2KCXJ-S-US	American Railcar Industries Inc.	02916P10	Industrials	ARII US
06/30/2013	SZD8ZL-S-US	Arena Pharmaceuticals Inc.	4004710	Health Care	ARNA US
06/30/2013	LJPTBZ-S-US	Aéropostale Inc.	786510	Consumer Discretionary	ARO US
06/30/2013	QWQ6VW-S-US	Arrow Financial Corp.	4274410	Financials	AROW US
06/30/2013	H53GG3-S-US	ArQule Inc.	4.27E+13	Health Care	ARQL US
06/30/2013	PSLVBP-S-US	ARMOUR Residential REIT Inc.	4231510	Financials	ARR US
06/30/2013	RZR3SW-S-US	ARRIS Group Inc.	04270V10	Information Technology	ARRS US
06/30/2013	JMN5XZ-S-US	Array BioPharma Inc.	04269X10	Health Care	ARRY US
06/30/2013	QXZSB0-S-US	Arabian American Development Co.	3846510	Materials	ARSD US
06/30/2013	MCTHLV-S-US	ArthroCare Corp.	4313610	Health Care	ARTC US
06/30/2013	PD849D-S-US	Artesian Resources Corp.	4311320	Utilities	ARTNA US
06/30/2013	BLDK5G-S-US	Aruba Networks Inc.	4317610	Information Technology	ARUN US
06/30/2013	HKMMSD-S-US	Arrow Electronics Inc.	4273510	Information Technology	ARW US
06/30/2013	N8C6Z5-S-US	Aeroflex Holding Corp.	776710	Information Technology	ARX US
06/30/2013	F5YZB7-S-US	Associated Banc-Corp.	4548710	Financials	ASBC US
06/30/2013	HN0ZL5-S-US	Ameristar Casinos Inc.	03070Q10	Consumer Discretionary	ASCA
06/30/2013	C0T2TK-S-US	Ascent Capital Group Inc.	4363210	Consumer Discretionary	ASCMA US
06/30/2013	S5KDN2-S-US	American Science & Engineering Inc.	2942910	Industrials	ASEI US
06/30/2013	DY09WR-S-US	Asta Funding Inc.	4622010	Financials	ASFI US
06/30/2013	JNSTXF-S-US	On Assignment Inc.	68215910	Industrials	ASGN US
06/30/2013	HXZ9HF-S-US	Ashland Inc.	4420910	Materials	ASH US
06/30/2013	K5K7DS-S-US	American Safety Insurance Holdings Ltd.	G0299510	Financials	ASI
06/30/2013	P22QRD-S-US	Ascena Retail Group Inc.	04351G10	Consumer Discretionary	ASNA US
06/30/2013	SZKCPC-S-US	Astec Industries Inc.	4622410	Industrials	ASTE US
06/30/2013	PFDFMJ-S-US	Astex Pharmaceuticals Inc.	04624B10	Health Care	ASTX
06/30/2013	FZRRKQ-S-US	Atlantic Power Corp.		Utilities	AT
06/30/2013	F9FX5J-S-US	Alphatec Holdings Inc.	02081G10	Health Care	ATEC US
06/30/2013	JKJ3XZ-S-US	Athenahealth Inc.	04685W10	Health Care	ATHN US
06/30/2013	TD0RLZ-S-US	Allegheny Technologies Inc.	01741R10	Materials	ATI US
06/30/2013	LP4GX5-S-US	Alliant Techsystems Inc.	1880410	Industrials	ATK US
06/30/2013	VLJKB7-S-US	Ames National Corp.	3100110	Financials	ATLO US
06/30/2013	F3PDR0-S-US	ATMI Inc.	00207R10	Information Technology	ATMI US
06/30/2013	HRFSCG-S-US	Atmel Corp.	4951310	Information Technology	ATML US
06/30/2013	SZJPCQ-S-US	Atlantic Tele-Network Inc.	4907920	Telecommunication Services	ATNI US
06/30/2013	TBTJM1-S-US	API Technologies Corp.	1.87E+22	Industrials	ATNY US
06/30/2013	QHBDVP-S-US	Atmos Energy Corp.	4956010	Utilities	ATO US
06/30/2013	HBT8P1-S-US	AptarGroup Inc.	3833610	Materials	ATR US
06/30/2013	CRQLT7-S-US	AtriCure Inc.	04963C20	Health Care	ATRC US
06/30/2013	C0SR13-S-US	Atrion Corp.	4990410	Health Care	ATRI US
06/30/2013	MWR1Y1-S-US	Astronics Corp.	4643310	Industrials	ATRO US
06/30/2013	MH2PLT-S-US	Antares Pharma Inc.	3664210	Health Care	ATRS US
06/30/2013	SGHZ0K-S-US	Air Transport Services Group Inc.	00922R10	Industrials	ATSG US
06/30/2013	QQ0TFB-S-US	Actuant Corp.	00508X20	Industrials	ATU US
06/30/2013	G9ZQ25-S-US	Activision Blizzard Inc.	00507V10	Information Technology	ATVI US
06/30/2013	VZZHDF-S-US	Atwood Oceanics Inc.	5009510	Energy	ATW US
06/30/2013	BDMXGT-S-US	Costa Inc.	22747810	Consumer Discretionary	ATX US
06/30/2013	NXDM3B-S-US	Golden Minerals Co.	38111910	Materials	AUMN US
06/30/2013	KFK34D-S-US	Auxilium Pharmaceuticals Inc.	05334D10	Health Care	AUXL US
06/30/2013	GHND41-S-US	Avista Corp.	05379B10	Utilities	AVA US
06/30/2013	SQNS5T-S-US	AeroVironment Inc.	807310	Industrials	AVAV US
06/30/2013	GX5W1M-S-US	AvalonBay Communities Inc.	5348410	Financials	AVB US
06/30/2013	KXDH6G-S-US	American Vanguard Corp.	3037110	Materials	AVD US
06/30/2013	VXSVJ2-S-US	AVEO Pharmaceuticals Inc.	5358810	Health Care	AVEO US
06/30/2013	GP60L7-S-US	AVG Technologies NV	N0783110	Information Technology	AVG US
06/30/2013	MDX5ZL-S-US	Avago Technologies Ltd.	Y0486S10	Information Technology	AVGO US
06/30/2013	TXYF8C-S-US	AV Homes Inc.	00234P10	Financials	AVHI US
06/30/2013	D9QDJM-S-US	Avid Technology Inc.	05367P10	Information Technology	AVID US
06/30/2013	QHC7FG-S-US	AVANIR Pharmaceuticals Inc.	05348P40	Health Care	AVNR US
06/30/2013	G49L4W-S-US	Aviat Networks Inc.	05366Y10	Information Technology	AVNW US
06/30/2013	FYNJ8L-S-US	Avon Products Inc.	5430310	Consumer Staples	AVP US
06/30/2013	T67LXV-S-US	Avnet Inc.	5380710	Information Technology	AVT US
06/30/2013	S0W8VW-S-US	AVX Corp.	244410	Information Technology	AVX US
06/30/2013	TVTFDF-S-US	Avery Dennison Corp.	5361110	Industrials	AVY US
06/30/2013	CGZS92-S-US	HomeAway Inc.	43739Q10	Consumer Discretionary	AWAY US
06/30/2013	P9XVFK-S-US	Allied World Assurance Co. Holdings AG	H0153110	Financials	AWH US
06/30/2013	JLGFVH-S-US	Armstrong World Industries Inc.	04247X10	Industrials	AWI US
06/30/2013	CSNXVW-S-US	American Water Works Co. Inc.	3042010	Utilities	AWK US
06/30/2013	MBP56P-S-US	American States Water Co.	2989910	Utilities	AWR
06/30/2013	X7MH7Q-S-US	Aware Inc. (Massachusetts)	05453N10	Information Technology	AWRE US
06/30/2013	FFRVN7-S-US	Abraxas Petroleum Corp.	383010	Energy	AXAS US
06/30/2013	QVKN0H-S-US	Anixter International Inc.	3529010	Information Technology	AXE US
06/30/2013	WRTSD7-S-US	American Axle & Manufacturing Holdings Inc.	2406110	Consumer Discretionary	AXL US
06/30/2013	HG6Y66-S-US	Axiall Corp.	05463D10	Materials	AXLL US
06/30/2013	DBQ20D-S-US	American Express Co.	2581610	Financials	AXP US
06/30/2013	GJTCRT-S-US	AXIS Capital Holdings Ltd.	G0692U10	Financials	AXS US
06/30/2013	VT9770-S-US	AXT Inc.	00246W10	Information Technology	AXTI US
06/30/2013	G5M4HY-S-US	Acuity Brands Inc.	00508Y10	Industrials	AYI US
06/30/2013	RGXK5H-S-US	Aircastle Ltd.	G0129K10	Industrials	AYR US
06/30/2013	V3L7PF-S-US	AutoZone Inc.	5333210	Consumer Discretionary	AZO US
06/30/2013	M3VV5C-S-US	Aspen Technology Inc.	4532710	Information Technology	AZPN US
06/30/2013	N2CV92-S-US	AZZ Inc.	247410	Industrials	AZZ US
06/30/2013	V8549L-S-US	Barnes Group Inc	6780610	Industrials	B US
06/30/2013	P8WJT7-S-US	The Boeing Co.	9702310	Industrials	BA US
06/30/2013	V0B1PG-S-US	Natus Medical Inc.	63905010	Health Care	BABY US
06/30/2013	Q3TRMZ-S-US	Bank Of America Corp.	6050510	Financials	BAC US
06/30/2013	FMK5NJ-S-US	Einstein Noah Restaurant Group Inc.	28257U10	Consumer Discretionary	BAGL
06/30/2013	ST5LQZ-S-US	Booz Allen Hamilton Holding Corp.	9950210	Information Technology	BAH US
06/30/2013	FYNZ40-S-US	Banc Of California Inc.	33589V10	Financials	BANC US
06/30/2013	D0LSJD-S-US	BancFirst Corp. (Oklahoma)	05945F10	Financials	BANF US
06/30/2013	J75C4Y-S-US	Banner Corp.	06652V20	Financials	BANR US
06/30/2013	D53253-S-US	Basic Energy Services Inc.	06985P10	Energy	BAS US
06/30/2013	LY6TC3-S-US	Baxter International Inc.	7181310	Health Care	BAX US
06/30/2013	HLQJF6-S-US	Bed Bath & Beyond Inc.	7589610	Consumer Discretionary	BBBY US
06/30/2013	DQ58GR-S-US	BBCN Bancorp Inc.	7329510	Financials	BBCN US
06/30/2013	K6WXXX-S-US	Bill Barrett Corp.	06846N10	Energy	BBG US
06/30/2013	H57SQ5-S-US	Beasley Broadcast Group Inc.	7401410	Consumer Discretionary	BBGI US
06/30/2013	XBZZJS-S-US	Bridge Capital Holdings	10803010	Financials	BBNK US
06/30/2013	G7RH16-S-US	Black Box Corp.	9182610	Information Technology	BBOX US
06/30/2013	B09QK4-S-US	BRAVO BRIO Restaurant Group Inc.	10567B10	Consumer Discretionary	BBRG US
06/30/2013	KHSW6W-S-US	Barrett Business Services Inc.	6846310	Industrials	BBSI US
06/30/2013	XN2JJ0-S-US	BB&T Corp.	5493710	Financials	BBT US
06/30/2013	KHXCX5-S-US	Best Buy Co. Inc.	8651610	Consumer Discretionary	BBY US
06/30/2013	MJD4RS-S-US	Brunswick Corp.	11704310	Consumer Discretionary	BC US
06/30/2013	QM3X33-S-US	Boise Cascade Co.	09739D10	Materials	BCC US
06/30/2013	MGWBGV-S-US	Bonanza Creek Energy Inc.	9779310	Energy	BCEI US
06/30/2013	DJBT9D-S-US	The Brink's Co.	10969610	Industrials	BCO US
06/30/2013	Q8J4YF-S-US	Blucora Inc.	9522910	Information Technology	BCOR US
06/30/2013	GMXRQD-S-US	Brightcove Inc.	10921T10	Information Technology	BCOV US
06/30/2013	DMRHWL-S-US	Balchem Corp.	5766520	Materials	BCPC US
06/30/2013	GPH5YQ-S-US	C.R. Bard Inc. (New Jersey)	6738310	Health Care	BCR US
06/30/2013	NSYR4X-S-US	BioCryst Pharmaceuticals Inc.	09058V10	Health Care	BCRX US
06/30/2013	BK8RTT-S-US	Boulder Brands Inc.	10140510	Consumer Staples	BDBD US
06/30/2013	WL01PM-S-US	Belden Inc.	7745410	Information Technology	BDC US
06/30/2013	BGS2NX-S-US	Black Diamond Inc.	09202G10	Consumer Discretionary	BDE US
06/30/2013	QR4B7Q-S-US	Bridge Bancorp Inc.	10803510	Financials	BDGE US
06/30/2013	S0W9XX-S-US	Brandywine Realty Trust	10536820	Financials	BDN US
06/30/2013	M0B0Q9-S-US	BioDelivery Sciences International Inc.	09060J10	Health Care	BDSI US
