date	_STAT_	BIDLO	ASKHI	PRC	VOL	RET	BID	ASK	OPENPRC	RETX	vwretd	vwretx	ewretd	ewretx
20010919	MEAN	21.810401176	23.388456863	22.238168627	862592.33725	-0.029710655	22.239094488	22.493858268	23.203480876	-0.029710655	-0.01707	-0.017121	-0.024	-0.024041
20010920	MEAN	21.073778431	22.518411373	21.456603922	847306.47059	-0.043421537	21.339090909	21.559407115	22.110081028	-0.043480651	-0.03064	-0.030654	-0.032695	-0.03274
20010921	MEAN	20.397178431	21.733312941	20.897750588	1048995.8588	-0.021882812	20.928253968	21.178333333	21.114409562	-0.021993059	-0.018611	-0.01862	-0.020146	-0.020177
20010924	MEAN	21.054958039	22.18013098	21.347032941	830224.51765	0.0351313765	21.570316206	21.832727273	21.416748996	0.0351313765	0.037779	0.037777	0.033194	0.033185
20010925	MEAN	21.323662353	22.336255686	21.462055686	659114.82745	0.0075312392	21.758616601	22.021027668	21.972419355	0.0075269137	0.00759	0.007576	0.003964	0.003944
20010926	MEAN	21.268634118	22.262589412	21.121471373	544178.87843	-0.012797561	21.413267717	21.67476378	22.200495547	-0.012978427	-0.006015	-0.006369	-0.009979	-0.010348
20010927	MEAN	21.152232157	22.125105098	21.406192157	487494.76863	0.0027894353	21.64	21.891428571	21.816912851	0.0026597294	0.010687	0.010649	-0.000605	-0.000679
20010928	MEAN	21.578876471	22.678174118	22.033006667	606657.51373	0.026302851	22.072795276	22.303897638	22.089495161	0.026302851	0.02276	0.022749	0.025098	0.025061
20011001	MEAN	21.542441176	22.529409804	21.308891765	429501.70196	-0.015861145	21.827272727	22.074229249	22.660855918	-0.015861145	-0.004411	-0.004423	-0.010057	-0.010099
20011002	MEAN	21.688919608	22.541536863	21.694246275	459505.12157	0.0088788431	21.994703557	22.227628458	22.242451012	0.0088788431	0.011556	0.01155	0.007002	0.006982
20011003	MEAN	21.940377255	23.091464314	22.427971765	518373.10588	0.0222564078	22.571225296	22.806166008	22.407054251	0.0222213608	0.02216	0.021985	0.020665	0.020561
20011004	MEAN	22.439505098	23.412229412	22.536486275	530356.72941	0.0027903529	22.699486166	22.939683794	23.0960875	0.0027903529	-0.00029	-0.000296	0.011085	0.011067
20011005	MEAN	22.326729804	23.262316471	22.634696863	393734.36863	-0.003587102	22.656338583	22.91507874	23.130397581	-0.003612925	0.000407	0.000222	0.000515	0.000482
20011008	MEAN	22.417694118	23.20802549	21.890418431	368734.53725	-0.003613973	22.569015748	22.815708661	23.291759259	-0.003613973	-0.007692	-0.007692	-0.00194	-0.001941
20011009	MEAN	22.319798039	23.103628235	22.330150941	368047.32549	-0.005746804	22.460826772	22.691496063	23.167824696	-0.005746804	-0.004817	-0.004867	-0.004086	-0.004111
20011010	MEAN	22.351258824	23.415712549	23.004229412	474602.95686	0.0211572157	22.895393701	23.13511811	22.8600508	0.0211376902	0.02313	0.023085	0.019419	0.019354
20011011	MEAN	22.955402745	23.958869373	23.14386902	533929.80392	0.0166411216	23.360869565	23.606837945	23.511412955	0.0165078667	0.017327	0.01725	0.019492	0.019327
20011012	MEAN	22.879497647	23.721796471	22.758514902	414930.72549	-0.006474655	23.129525692	23.384940711	23.849397551	-0.006542271	-0.005378	-0.005391	0.000107	0.000047
20011015	MEAN	22.993521176	23.786232157	23.457859608	311538.71765	0.0067225098	23.275731225	23.499762846	23.331675794	0.0067036431	-0.000682	-0.000686	0.002547	0.002532
20011016	MEAN	23.276096078	24.117211373	23.603011765	373822.33725	0.0130804588	23.550158103	23.820316206	23.78067484	0.0130481922	0.007833	0.00783	0.011373	0.011358
20011017	MEAN	23.107718039	24.066938039	22.806004706	429599.5451	-0.01405591	23.117322835	23.366417323	24.224440244	-0.01405591	-0.019378	-0.019436	-0.00645	-0.006477
20011018	MEAN	22.813787059	23.659913333	22.821532157	433902.70196	-0.008964792	23.005612648	23.259920949	23.722842874	-0.008994047	-0.006965	-0.006992	-0.004979	-0.005025
20011019	MEAN	22.652737647	23.428485882	22.637754902	382825.06667	0.0038952706	22.930590512	23.165984252	23.337902834	0.0038952706	0.004916	0.004914	0.004694	0.004677
20011022	MEAN	22.845692157	23.622494118	22.868013333	376173.87059	0.0098667529	23.137322835	23.363464567	23.529611789	0.0098667529	0.014495	0.01448	0.008013	0.007998
20011023	MEAN	22.965290196	23.780843098	22.728747059	378159.32157	-0.005480337	23.084724409	23.328543307	23.766178821	-0.005577035	-0.004338	-0.004343	0.000496	0.000485
20011024	MEAN	22.898760392	23.679760392	22.449929412	415915.44314	0.001639651	23.067874016	23.301299213	23.807553498	0.0016181961	0.001013	0.000993	0.003921	0.003877
20011025	MEAN	22.823675294	23.775292549	22.728863137	414050.21569	0.0149846549	23.326653543	23.574173228	23.608496311	0.0149846549	0.013804	0.013794	0.011118	0.011099
20011026	MEAN	23.304486275	24.108054902	21.742745882	433109.86667	0.011326949	23.604055118	23.84515748	23.104721545	0.011326949	0.004256	0.004253	0.007219	0.007205
20011029	MEAN	23.170988627	24.042302353	23.084127451	402738.29412	-0.015728808	23.175511811	23.392598425	23.9546232	-0.015760008	-0.022667	-0.022768	-0.008933	-0.009063
20011030	MEAN	22.735700784	23.516695686	21.008285098	364010.16471	-0.013935424	22.834347826	23.078142292	22.815190283	-0.013966992	-0.0172	-0.017254	-0.011457	-0.011513
20011031	MEAN	22.798580392	23.637593725	22.815219608	401644.30588	0.0103942118	23.041388849	23.286626984	23.263948193	0.0103800784	0.002245	0.002135	0.010749	0.010677
20011101	MEAN	22.942404314	23.760505451	23.108332902	374095.48235	0.0129327804	23.327165354	23.556023622	23.494356855	0.0128890588	0.020712	0.020599	0.008796	0.008728
20011102	MEAN	23.267141176	23.976930588	22.499941569	349875.83529	0.0052351412	22.708774704	22.943320158	23.854218477	0.0052104667	0.002184	0.002165	-0.000779	-0.000801
20011105	MEAN	23.526735255	24.266360745	23.603901922	376502.47451	0.0077424275	23.721889764	23.944527559	23.999781124	0.0077424275	0.013979	0.013956	0.008455	0.008419
20011106	MEAN	23.570669412	24.346435294	23.644745098	380167.9098	0.0084688235	23.950158103	24.196561265	24.294347561	0.0084302431	0.014136	0.014132	0.007038	0.007029
20011107	MEAN	23.787654118	24.535350549	23.924210196	393417.73725	-0.003637875	23.966521739	24.203399209	24.194026335	-0.003886612	-0.001923	-0.002214	0.000713	0.000573
20011108	MEAN	23.790407843	24.587512941	23.59542	418763.16078	-0.000620843	23.899802372	24.128853755	24.410643105	-0.000667059	0.001061	0.001018	0.002989	0.002971
20011109	MEAN	23.74570549	24.374807059	23.692731373	288403.08235	-0.000579925	23.848937008	24.076141732	24.268994297	-0.000579925	0.000951	0.000932	0.003391	0.003372
20011112	MEAN	23.573833333	24.285034118	23.559371765	345252.16863	-0.001664412	23.740590551	23.968740157	24.302430242	-0.001664412	-0.000563	-0.000563	0.001351	0.001351
20011113	MEAN	23.758117187	24.542479297	23.794776172	431097.70313	0.0132880314	24.099488189	24.311535433	24.397379032	0.0132008667	0.018548	0.018393	0.013954	0.013773
20011114	MEAN	23.993421401	24.7212607	23.836976265	444209.1284	0.0104437422	24.223333333	24.444941176	24.45800804	0.0103001602	0.003492	0.003286	0.007525	0.007422
20011115	MEAN	24.071588327	24.803856809	23.784029961	512373.1751	0.0049058405	24.258470588	24.46854902	24.760680242	0.0047866965	0.00003	8E-6	0.000388	0.000342
20011116	MEAN	24.080550195	24.775727626	23.915807393	463137.79767	0.0019873735	24.245820313	24.467382812	24.64461884	0.0019443658	-0.001705	-0.001782	0.00613	0.006044
20011119	MEAN	24.251478599	24.959203113	24.357370039	375227.8677	0.0057653541	24.556196078	24.802	24.622449206	0.0057178872	0.011679	0.011664	0.011591	0.011569
20011120	MEAN	24.299980156	24.970982101	24.182976265	390960.62257	-0.005810875	24.358007813	24.587734375	24.900313944	-0.005893035	-0.008259	-0.008304	-0.004841	-0.004909
20011121	MEAN	24.127601167	24.756129572	24.120279377	271942.01167	-0.004150163	24.249130435	24.484703557	24.746214343	-0.004216751	-0.004487	-0.004515	0.000342	0.000312
20011123	MEAN	24.3535	24.861322957	23.506289883	113389.87938	0.0105361284	24.445215686	24.665176471	25.130385124	0.010522537	0.011709	0.011693	0.010424	0.010407
20011126	MEAN	24.405382062	25.121599611	24.720024514	332857.01167	0.0053389027	24.679570313	24.894609375	24.827579802	0.0053389027	0.007437	0.007433	0.005665	0.005652
20011127	MEAN	24.457493385	25.160014008	24.365450584	362243.08949	-0.003635175	24.499490196	24.722862745	25.028031873	-0.003635175	-0.005073	-0.005085	0.001708	0.001694
20011128	MEAN	24.375479767	25.059033463	24.449936187	361100.76265	-0.008085062	24.482695313	24.69609375	24.930118651	-0.008247946	-0.017356	-0.017528	-0.009929	-0.010082
20011129	MEAN	24.415705447	25.093947471	24.4895	353138.24514	0.0139669767	24.715529412	24.94027451	24.96875036	0.0138567665	0.011231	0.011144	0.009191	0.009132
20011130	MEAN	24.573511284	25.295392218	24.647375875	400721.87938	0.001264214	24.694765625	24.939765625	24.948417391	0.001264214	-0.000939	-0.000941	0.001063	0.001042
20011203	MEAN	24.41501751	25.087394942	24.051774319	390885.07004	-0.008650416	24.507628458	24.729130435	25.289265992	-0.00865135	-0.008423	-0.00843	-0.007398	-0.007425
20011204	MEAN	24.546089494	25.293487938	24.462798054	412461.96887	0.014133144	24.880429687	25.106601563	25.135627823	0.0141310311	0.014754	0.014751	0.011957	0.011875
20011205	MEAN	24.945237743	25.883426498	25.093011284	564374.99611	0.0203221595	25.367086614	25.573031496	25.294678884	0.0202790117	0.023125	0.022833	0.016936	0.016832
20011206	MEAN	25.274028016	26.106940467	25.457198444	426218.06615	0.010050965	25.598745098	25.821686275	25.715945635	0.0099308366	-0.001084	-0.001125	0.006299	0.006224
20011207	MEAN	25.426396926	26.135255992	25.46248677	355024.36965	0.0027318716	25.606141732	25.823228307	25.947277331	0.0027318716	-0.007321	-0.007323	0.001813	0.001804
20011210	MEAN	25.324554475	26.089332685	25.153366926	342756.7393	-0.009991051	25.37390625	25.587382852	25.888115119	-0.010004922	-0.015033	-0.01505	-0.007343	-0.007366
20011211	MEAN	25.257828016	25.979277821	25.327901907	361324.93774	0.0010665992	25.413164062	25.621289063	25.752646825	0.0010665992	-0.001755	-0.001761	0.002873	0.002848
20011212	MEAN	25.186929961	25.931731089	24.902615136	385526.61479	0.0012346109	25.411254902	25.614509412	25.78328396	0.001036716	0.000555	0.000345	0.002107	0.001808
20011213	MEAN	25.137967743	25.847372335	24.699232257	501207.81712	-0.005825397	25.537157258	25.827640726	25.970316599	-0.005871253	-0.015389	-0.015447	-0.008347	-0.008444
20011214	MEAN	25.042982879	25.774057588	25.167622529	404988.25681	0.0064119961	25.524979339	25.838615702	25.7305528	0.0064015992	0.003486	0.003477	0.002313	0.002246
20011217	MEAN	25.287694553	26.161242802	25.418244747	436898.80545	0.0135719339	26.088200837	26.407573222	25.603632937	0.0135393191	0.010396	0.010372	0.005081	0.005061
20011218	MEAN	25.608398054	26.401028054	25.775917899	473760.11673	0.0093006031	26.258191057	26.54038622	26.013359127	0.0093006031	0.008034	0.008003	0.007093	0.007023
20011219	MEAN	25.800433594	26.534400391	25.892296836	441294.44531	-0.001177605	26.060140562	26.340783133	26.195808367	-0.001238328	0.003669	0.003623	-0.002734	-0.002807
20011220	MEAN	25.631118677	26.419309767	25.665070817	402681.35019	-0.006636397	25.801408163	26.135979592	25.049596825	-0.006699658	-0.009355	-0.009469	-0.008643	-0.008737
20011221	MEAN	25.67079572	26.465157198	25.878546693	571517.23346	0.016424284	26.484897959	26.765591837	26.206401984	0.0163852062	0.006041	0.006017	0.010187	0.010148
20011224	MEAN	26.008661089	26.525794553	23.208397665	133839.42412	0.0061257665	26.198245927	26.464657258	25.400293522	0.0061257665	0.000226	0.000219	0.003546	0.00352
20011226	MEAN	26.121867743	26.803291012	26.136735058	273316.42802	0.0071075331	26.914516807	27.213592437	26.235033858	0.0070757004	0.005231	0.005194	0.007184	0.007041
20011227	MEAN	26.368716381	27.055031868	26.586566148	298891.77821	0.0128194669	26.516755102	26.804836694	26.599735472	0.0126522607	0.00693	0.006633	0.008021	0.007639
20011228	MEAN	26.487429183	27.195007393	26.626479767	305207.96109	0.0033481206	27.032325103	27.291460947	26.894911111	0.0032741245	0.004372	0.004333	0.00931	0.009254
20011231	MEAN	26.355348988	27.20976537	26.241264942	317600.4358	-0.001715389	27.2996875	27.582	26.81836996	-0.001715389	-0.009724	-0.009726	0.006616	0.006604
20020102	MEAN	26.004147432	26.9965007	26.519611401	436320.48638	-0.000701074	26.629817773	26.958461498	26.777020158	-0.000701074	0.003837	0.003717	0.007912	0.007853
20020103	MEAN	26.333930272	27.170607938	26.748226654	485096.29183	0.0125489767	27.222816327	27.518367388	26.896734524	0.0125489767	0.009844	0.00983	0.012917	0.012892
20020104	MEAN	26.662215759	27.477472724	26.905310233	464511.92607	0.0111142957	27.224265347	27.505653061	27.054003187	0.0111142957	0.006974	0.006973	0.011262	0.01125
20020107	MEAN	26.715061479	27.462868288	26.816966342	431888.89105	-0.006330541	27.509359504	27.817396694	27.308241897	-0.006330541	-0.006529	-0.006534	-0.000112	-0.000128
20020108	MEAN	26.611690661	27.343473424	26.756854669	414877.03502	0.00800407	27.294004065	27.579369919	26.936464567	0.00800407	-0.002448	-0.002655	0.004921	0.004891
20020109	MEAN	26.777532451	27.564066732	26.561314708	452715.29572	-0.001896	27.423361345	27.725504244	27.2402064	-0.001952883	-0.004247	-0.004288	0.000727	0.000691
20020110	MEAN	26.611802918	27.271950778	26.741456265	375739.36576	-0.00268958	27.074547366	27.361995885	26.910929412	-0.002768276	0.000584	0.000564	0.000376	0.000347
20020111	MEAN	26.465351012	27.147546693	26.093852179	429273.03113	-0.006793537	26.935123498	27.241831276	27.1416756	-0.006888039	-0.008774	-0.008836	-0.003945	-0.004189
20020114	MEAN	26.107319533	26.930483852	26.159310973	495031.96498	-0.011556996	27.022092008	27.315355649	26.837454365	-0.011556996	-0.008128	-0.008129	-0.010397	-0.010406
20020115	MEAN	26.000529105	26.74301716	26.016289222	695351.08171	-0.001017416	26.87185654	27.178227806	26.571589325	-0.001057366	0.005734	0.005729	0.001003	0.000973
20020116	MEAN	25.753031868	26.534646304	25.521650195	546480.63813	-0.009583844	26.699726933	27.028256303	26.5227064	-0.009609241	-0.016278	-0.016352	-0.011005	-0.011032
20020117	MEAN	25.659163735	26.421046226	25.830694747	602146.18288	0.0082604086	26.797946017	27.106058091	26.14386627	0.0082320506	0.010141	0.010119	0.006986	0.006944
20020118	MEAN	25.712159533	26.457138949	25.682844942	674770.23346	-0.008941786	26.37715168	26.657684467	26.357974104	-0.008941786	-0.010133	-0.010137	-0.006146	-0.006156
20020122	MEAN	25.590435798	26.389397821	25.224795447	573834.84047	-0.005708529	25.813367347	26.107612204	26.260066	-0.005708529	-0.007805	-0.007818	-0.008101	-0.008114
20020123	MEAN	25.514936926	26.328442412	25.692676693	632214.16342	0.0117391479	26.199076305	26.426546225	25.940704762	0.0116107782	0.008865	0.008845	0.007762	0.007677
20020124	MEAN	25.863548249	26.612656732	26.103948171	638674.36965	0.0062436265	26.35577551	26.627897959	26.113104016	0.0062436265	0.004033	0.004028	0.005587	0.00557
20020125	MEAN	26.007629767	26.75246965	25.728828794	527353.32296	0.0045033113	26.617096774	26.886814516	26.557827309	0.0045033113	0.000944	0.000943	0.000237	0.000233
20020128	MEAN	26.142578054	26.924382023	26.417087471	507689.72763	0.0067195136	26.91625	27.18920082	26.58375336	0.0067195136	0.000106	0.000093	0.000445	0.000435
20020129	MEAN	25.989524591	26.916026381	26.118091634	1132869.4241	-0.013540374	26.647803347	26.952029289	26.903969484	-0.013561907	-0.025338	-0.025427	-0.011386	-0.011506
20020130	MEAN	25.777650778	26.815587354	26.017249339	1362964.1946	0.0094666226	26.841893004	27.120020576	26.623130161	0.009405249	0.010234	0.0101	0.00363	0.003529
20020131	MEAN	26.253993424	27.130176848	26.460332257	771835.15564	0.0109982646	27.489564315	27.765539419	26.761774563	0.0109747043	0.013194	0.013083	0.009543	0.009495
20020201	MEAN	26.361679416	27.14671249	26.380052179	670930.19844	-0.00601344	27.187098765	27.473559671	25.731981349	-0.006026872	-0.006417	-0.006426	-0.002154	-0.002185
20020204	MEAN	26.020666148	26.912614397	25.962037354	814770.14786	-0.013727113	26.179778226	26.446270161	26.898260558	-0.013765619	-0.023838	-0.023849	-0.016156	-0.016173
20020205	MEAN	25.822788327	26.602988327	25.709926848	1207237.5136	-0.005335393	26.406219008	26.677541322	26.384424303	-0.005335393	-0.004851	-0.004878	-0.007864	-0.007883
20020206	MEAN	25.735252918	26.491869261	25.728435798	908769.01556	-0.008652525	25.924146341	26.218739837	26.468701992	-0.008714829	-0.007193	-0.007294	-0.009993	-0.010078
20020207	MEAN	25.531763813	26.368436187	25.249158755	638576.26848	-0.004799385	26.041481481	26.338251029	26.385367068	-0.004923156	-0.003549	-0.003714	-0.005935	-0.005997
20020208	MEAN	25.569253307	26.40846965	25.676540078	587486.82101	0.0165856459	26.319481328	26.641680498	26.1090056	0.0165856459	0.0158	0.015783	0.011971	0.011948
20020211	MEAN	26.052558594	26.816700391	26.4054875	485949.17578	0.0088778477	27.268318966	27.58512931	26.375536111	0.0088620352	0.01341	0.013367	0.007842	0.007824
20020212	MEAN	26.172284766	26.856071094	24.139734375	465490.37891	-0.001781352	26.450306122	26.73255102	25.843626104	-0.001867676	-0.00341	-0.003433	-0.000153	-0.000191
20020213	MEAN	26.283773438	26.974671094	26.265299609	522391.23047	0.0061290977	27.126596639	27.403088235	26.6797404	0.0059429258	0.009545	0.009227	0.005813	0.005532
20020214	MEAN	26.3603625	27.016017188	25.550009375	541928.95313	-0.005148742	26.703966245	26.997869198	27.256064754	-0.005211316	-0.002465	-0.002534	-0.004788	-0.004819
20020215	MEAN	26.299296875	27.028595312	26.244430469	519753.64063	0.0003435898	27.101556017	27.389688797	27.014737903	0.0003220508	-0.010284	-0.010318	-0.003774	-0.003803
20020219	MEAN	26.197940625	26.866929687	26.263550391	410934.26953	-0.011063902	26.501473029	26.780352697	26.705796813	-0.011063902	-0.018874	-0.0189	-0.014655	-0.014744
20020220	MEAN	26.093656641	26.926008203	26.583816406	498886.82031	0.0118343516	27.042782427	27.309016736	26.564088849	0.011636707	0.012889	0.012811	0.004968	0.004907
20020221	MEAN	26.255057813	27.183318359	26.390722656	529148.24219	-0.01030777	25.346784232	25.587448133	26.9910552	-0.010335063	-0.014502	-0.014524	-0.008789	-0.008803
20020222	MEAN	26.195055469	27.078961719	26.145259766	519994.07813	0.0127763281	26.768807531	27.056150628	27.037041463	0.0127763281	0.007242	0.007232	0.003895	0.003885
20020225	MEAN	26.572088281	27.384157031	26.980082813	556874.91016	0.0112947227	27.377293388	27.647086777	27.026400398	0.0112816562	0.016488	0.016477	0.005126	0.005074
20020226	MEAN	26.821217188	27.544455859	24.914392578	551392.86328	0.0045941094	27.356446281	27.62909095	26.466003213	0.0045808008	0.001061	0.000981	0.003447	0.003356
20020227	MEAN	27.035429687	27.792263711	26.684228516	554596.6875	0.0055717031	27.543389831	27.826059322	27.899772653	0.0054312695	0.001083	0.00075	0.002708	0.002596
20020228	MEAN	27.059213672	27.821566016	27.096105078	533383.37891	-0.002181441	27.708708333	27.995458333	27.7344872	-0.002238773	-0.002908	-0.002937	-0.00105	-0.001081
20020301	MEAN	27.1168375	27.98764957	27.147395703	502524.21484	0.0120734688	27.913688525	28.186680328	27.839353441	0.0120734688	0.021873	0.021859	0.012219	0.0122
20020304	MEAN	27.575707422	28.65091957	28.181560508	735431.75781	0.0209277344	28.467041667	28.745333333	27.879664683	0.0209277344	0.020409	0.020389	0.015146	0.015116
20020305	MEAN	27.8315125	28.768750391	27.809194141	642685.22656	-0.000992305	28.202697095	28.511493776	28.57809796	-0.000992305	-0.004816	-0.00482	0.002754	0.002739
20020306	MEAN	27.980562109	28.861424219	27.945737891	559739.42188	0.0163408984	28.52028	28.65612	28.29179396	0.0162164648	0.01394	0.013755	0.012605	0.012479
20020307	MEAN	28.250296094	29.037070312	28.313803906	554607.92969	0.0025463203	28.522276463	28.786747967	28.99073164	0.0025054063	-0.00378	-0.003825	0.003764	0.00371
20020308	MEAN	28.339261719	29.209918789	28.423308984	579509.63281	0.0112867305	28.86214876	29.150785124	28.894865339	0.0112867305	0.006926	0.00692	0.008687	0.008652
20020311	MEAN	28.411922656	29.234308945	28.706618359	459260.875	0.0052360742	29.148140455	29.415661157	28.768810632	0.0052233594	0.002789	0.002777	0.004547	0.004534
20020312	MEAN	28.474713672	29.184398437	26.096754688	428918.80859	-0.002858883	28.790125042	29.061375	27.79532484	-0.002888645	-0.002864	-0.002892	-0.002666	-0.00269
20020313	MEAN	28.458934375	29.155605078	28.38981793	419409.28516	-0.002363387	29.026859504	29.305867727	29.199470683	-0.002481277	-0.009092	-0.009359	-0.003446	-0.003755
20020314	MEAN	28.507047305	29.18648043	26.296350781	391716.65625	0.0047555352	29.011516352	29.273032787	27.807665777	0.0047077344	-0.00002	-0.000044	0.00373	0.003669
20020315	MEAN	28.411522227	29.153441367	28.774908984	594240.44141	0.0006557031	29.02436214	29.289711975	28.804651587	0.0006524805	0.010227	0.010215	0.004629	0.004596
20020318	MEAN	28.549339844	29.23638125	28.791593398	404407.00781	0.0034484414	29.174285714	29.482294372	28.879660079	0.0034484414	0.001272	0.001255	0.004768	0.00475
20020319	MEAN	28.697880469	29.4504125	28.609690625	446591.9375	0.0096062227	28.992195122	29.247195122	29.14097	0.0096044922	0.003375	0.003368	0.00259	0.002575
20020320	MEAN	28.692085898	29.382538672	28.616291016	452293.25781	-0.001842484	28.891229508	29.165860697	29.30825716	-0.001898715	-0.014415	-0.014457	-0.005623	-0.005786
20020321	MEAN	28.437155078	29.316710977	28.337468359	619637.44141	0.0039200156	29.068838174	29.352904523	29.189666707	0.0038475664	0.003147	0.003121	0.006352	0.006325
20020322	MEAN	28.575724961	29.298205469	28.518655078	449583.23828	-0.004256516	29.181302521	29.466554622	29.0649452	-0.004256516	-0.004247	-0.00425	-0.000429	-0.000435
20020325	MEAN	28.153826133	28.964342539	27.816172266	409291.56641	-0.006347746	28.578395062	28.840041152	29.026490763	-0.006347746	-0.014347	-0.01435	-0.007031	-0.007039
20020326	MEAN	28.133051953	28.909591406	28.289779648	457122.63672	0.0095753906	28.989539707	29.280543933	28.371769444	0.0094185508	0.005783	0.005597	0.004707	0.004361
20020327	MEAN	28.466784766	29.21656168	28.447263242	441027.64063	0.0127233555	29.077004219	29.370886076	28.86303444	0.012659418	0.005504	0.005475	0.005685	0.005634
20020328	MEAN	28.631998828	29.363290625	28.712238281	372929.06641	-0.000058934	29.048333333	29.312625042	29.202488048	-0.000058934	0.003009	0.003007	0.005548	0.005529
20020401	MEAN	28.349007422	29.211872656	26.142841758	382409.12109	-0.000704965	28.959748954	29.235188285	28.014129317	-0.000704965	-0.001033	-0.001051	-0.001193	-0.001331
20020402	MEAN	28.313739805	29.019082812	28.527134375	410791.00781	-0.005327633	28.379233871	28.665483831	28.648690945	-0.005327633	-0.008654	-0.008662	-0.0047	-0.004727
20020403	MEAN	28.081494102	28.826782461	28.134229258	434495.05859	-0.00466968	28.124015787	28.318188976	28.786037849	-0.004689535	-0.009503	-0.00965	-0.005966	-0.00603
20020404	MEAN	27.990175742	28.695309375	28.032212891	424975.39453	0.0031187148	28.203254902	28.352745098	28.400691594	0.0030993047	0.000921	0.000903	0.000767	0.000719
20020405	MEAN	28.224745273	28.886049219	25.784083984	360240.01172	-0.000186672	28.315764706	28.486745098	27.739798427	-0.000186672	-0.002539	-0.002558	-0.000043	-0.00007
20020408	MEAN	28.103158203	28.903501562	28.610458164	338535.08203	0.0095613477	28.499094449	28.682007835	28.661260159	0.0095406172	0.002958	0.002764	0.002514	0.002485
20020409	MEAN	28.468025	29.172778906	28.342832461	353907.48438	0.0028409414	28.657176471	28.842509765	29.103629355	0.0028409414	-0.005546	-0.00559	-0.001593	-0.001623
20020410	MEAN	28.756874609	29.619034375	29.048816758	444304.85938	0.0182113555	29.280590512	29.471456693	29.15575204	0.0181759883	0.011465	0.011427	0.008543	0.008471
20020411	MEAN	28.922460156	29.68778125	28.925347695	683794	-0.011473711	28.903504331	29.072913386	29.621199203	-0.011638906	-0.021317	-0.021446	-0.010047	-0.01022
20020412	MEAN	28.873608949	29.768217938	29.247970778	576196.26848	0.0157222852	29.247968711	29.4009375	29.175528346	0.0157153008	0.008222	0.008216	0.011353	0.01132
20020415	MEAN	28.935186809	29.7893307	28.963871595	573004.22568	-0.006376241	29.118774704	29.310671976	29.653492063	-0.006376241	-0.005993	-0.006006	-0.001132	-0.001198
20020416	MEAN	29.157942451	30.050848249	29.479856031	536614.70039	0.0204354864	29.585195313	29.764374961	29.368120198	0.0204354864	0.021963	0.021963	0.016456	0.016446
20020417	MEAN	29.271871167	30.063064202	29.123254864	474880.96109	-0.008112872	29.420748031	29.618503937	30.1967224	-0.008112872	-0.001974	-0.002027	0.001004	0.000973
20020418	MEAN	28.993334202	29.837636926	28.819889533	502033.05058	-0.002956837	29.275944882	29.446299252	29.955318474	-0.002985401	-0.001513	-0.001527	0.003124	0.003093
20020419	MEAN	29.091995759	29.789856031	28.739287938	416475.03113	0.0018448327	29.279763819	29.460708622	29.850874194	0.0018448327	0.000729	0.000721	0.002048	0.002017
20020422	MEAN	28.758185603	29.629210156	28.531007782	453318.50973	-0.008434304	28.927193676	29.161620553	29.787799197	-0.008434304	-0.014742	-0.01476	-0.008461	-0.00849
20020423	MEAN	28.742218677	29.473210117	28.969941673	514525.68872	0.0013753619	28.835647059	29.010039216	29.192339526	0.0013753619	-0.00527	-0.00527	-0.001445	-0.00146
20020424	MEAN	28.772143619	29.621824514	28.722705447	538415.07004	-0.003105389	28.93972437	29.117677165	29.303873452	-0.003120198	-0.006107	-0.006125	-0.00237	-0.002402
20020425	MEAN	28.554232685	29.470119455	28.75640463	867282.58755	0.0038831829	28.961058824	29.141254863	29.238770916	0.0037819105	-0.001795	-0.001805	-0.002208	-0.002236
20020426	MEAN	28.648420233	29.445388327	28.724400778	745808.17121	-0.006989222	28.691054688	28.862421875	29.101111378	-0.007020673	-0.01343	-0.01354	-0.009094	-0.009204
20020429	MEAN	28.431007393	29.262472763	28.600111712	760276.2607	-0.002707607	28.545921608	28.731411765	29.046977075	-0.002733887	-0.008794	-0.008844	-0.006308	-0.006393
20020430	MEAN	28.541933074	29.484896848	28.654435759	872211.63813	0.0150097393	29.185119048	29.377619008	29.01384844	0.0150097393	0.012118	0.01211	0.009809	0.009791
20020501	MEAN	28.414745136	29.488198482	26.552902724	693431.393	0.0042012568	28.975275551	29.156929134	28.19423996	0.0041735253	0.007504	0.007414	0.001008	0.000906
20020502	MEAN	28.850955681	29.677994125	28.731391829	546050.12062	0.0069691012	29.259291339	29.44582685	29.359114	0.0068676965	-0.001702	-0.001827	0.000093	0.000018
20020503	MEAN	28.908081673	29.694585603	29.168748638	513630.56031	0.001703035	29.172823529	29.331411725	29.551496429	0.0016913268	-0.008915	-0.008943	-0.001775	-0.001824
20020506	MEAN	28.744526459	29.614543619	28.776398833	483981.20623	-0.013305763	28.736901961	28.905764706	29.309188543	-0.013322521	-0.018282	-0.018299	-0.011319	-0.011437
20020507	MEAN	28.556699611	29.366303541	28.520583658	529217.76265	-0.003618833	28.667843137	28.862705843	29.085482143	-0.003627638	-0.003718	-0.003731	-0.005558	-0.005574
20020508	MEAN	28.73955642	29.56017786	28.97991751	568602.75486	0.0167327198	29.188188976	29.368031496	29.28243745	0.0166228366	0.034475	0.034345	0.019042	0.018951
20020509	MEAN	28.779982529	29.586875058	28.768553735	492871.1751	-0.010620222	29.041713227	29.241553865	29.399835	-0.010661868	-0.013944	-0.014097	-0.008017	-0.008057
